ApprovalID,ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApprovalDate,ApprovalStatus,ApprovedAmount,CreditLimit
1833,1833,1833,62579,46,DN1,North,2024-12-27,Approved,19704227,19704227
1834,1834,1834,80316,48,CT1,South,2024-01-05,Approved,112771482,112771482
1836,1836,1836,38380,25,HCM1,North,2024-12-10,Approved,349726430,349726430
1837,1837,1837,12356,46,HCM2,South,2024-03-22,Approved,240474888,240474888
1838,1838,1838,80326,40,CT1,South,2024-02-21,Approved,357524375,357524375
1839,1839,1839,99899,29,CT1,North,2024-03-08,Approved,45460174,45460174
1843,1843,1843,10661,38,HCM1,North,2024-05-30,Approved,162923712,162923712
1844,1844,1844,47412,18,CT1,Central,2024-01-13,Approved,54608186,54608186
1845,1845,1845,12920,2,CT1,Central,2024-10-02,Approved,304579214,304579214
1848,1848,1848,18946,33,HCM1,Central,2024-05-25,Approved,320627440,320627440
1849,1849,1849,55500,38,HN1,North,2024-08-24,Approved,103176443,103176443
1856,1856,1856,84131,27,HCM2,South,2024-08-08,Approved,301987060,301987060
1857,1857,1857,57908,32,HN1,North,2024-07-24,Approved,166046425,166046425
1863,1863,1863,14703,31,CT1,Central,2024-09-17,Approved,329514675,329514675
1865,1865,1865,82099,16,CT1,Central,2024-12-30,Approved,197495623,197495623
1867,1867,1867,41860,49,HCM2,South,2024-06-29,Approved,135370525,135370525
1871,1871,1871,53585,11,HCM1,North,2024-04-26,Approved,222606020,222606020
1872,1872,1872,36958,30,HN1,Central,2024-10-29,Approved,378377112,378377112
1875,1875,1875,55350,22,HCM2,South,2024-12-02,Approved,226994325,226994325
1876,1876,1876,22201,38,HCM2,North,2024-05-27,Approved,358483146,358483146
1878,1878,1878,27778,14,DN1,South,2024-09-23,Approved,213203016,213203016
1881,1881,1881,96652,32,HCM2,Central,2024-09-05,Approved,203804263,203804263
1882,1882,1882,58364,36,CT1,South,2024-12-23,Approved,95135592,95135592
1886,1886,1886,29975,35,HN1,South,2024-03-20,Approved,117662363,117662363
1888,1888,1888,33279,16,CT1,South,2024-03-11,Approved,356227680,356227680
1891,1891,1891,76061,10,HCM2,South,2024-06-28,Approved,254604491,254604491
1894,1894,1894,43142,4,HCM1,North,2024-11-21,Approved,175430920,175430920
1895,1895,1895,36916,29,HCM2,North,2024-08-20,Approved,364698319,364698319
1897,1897,1897,54965,43,HN1,South,2024-03-14,Approved,304350762,304350762
1904,1904,1904,79350,19,HCM2,Central,2024-07-01,Approved,205839944,205839944
1911,1911,1911,96475,5,HN1,North,2024-12-05,Approved,407146361,407146361
1914,1914,1914,62233,12,HN1,Central,2024-02-07,Approved,28173474,28173474
1915,1915,1915,54738,4,CT1,North,2024-09-23,Approved,175949456,175949456
1918,1918,1918,86367,20,HCM2,North,2024-01-18,Approved,207674260,207674260
1927,1927,1927,92495,18,HCM2,North,2024-02-08,Approved,331980226,331980226
1931,1931,1931,65204,44,HN1,North,2024-03-07,Approved,128606894,128606894
1932,1932,1932,61886,5,CT1,South,2024-03-13,Approved,299568848,299568848
1934,1934,1934,25563,41,CT1,South,2024-01-24,Approved,258023571,258023571
1940,1940,1940,28309,1,HCM2,Central,2024-11-25,Approved,330852632,330852632
1942,1942,1942,93194,4,CT1,North,2024-08-27,Approved,488440369,488440369
1946,1946,1946,91537,12,HCM2,Central,2024-08-08,Approved,256120775,256120775
1948,1948,1948,57614,22,HN1,Central,2024-04-01,Approved,404454831,404454831
1957,1957,1957,39856,43,CT1,North,2024-10-09,Approved,342596805,342596805
1959,1959,1959,74178,12,CT1,North,2024-09-01,Approved,200063325,200063325
1960,1960,1960,43997,40,CT1,Central,2024-05-20,Approved,448402480,448402480
1964,1964,1964,11239,3,DN1,Central,2024-09-02,Approved,100982142,100982142
1967,1967,1967,99393,30,HCM1,North,2024-03-28,Approved,139127493,139127493
1969,1969,1969,25398,13,HCM1,Central,2024-05-11,Approved,398130734,398130734
1972,1972,1972,16570,49,DN1,North,2024-03-30,Approved,283284343,283284343
1973,1973,1973,78785,38,HCM1,North,2024-03-29,Approved,184986127,184986127
1977,1977,1977,49062,11,CT1,Central,2024-12-29,Approved,252269010,252269010
1979,1979,1979,42556,44,HCM2,South,2024-04-11,Approved,390162045,390162045
1982,1982,1982,53753,22,DN1,Central,2024-12-21,Approved,332665596,332665596
1985,1985,1985,20225,29,CT1,North,2024-11-24,Approved,143080381,143080381
1989,1989,1989,58320,17,CT1,South,2024-11-04,Approved,102110234,102110234
1991,1991,1991,25577,16,HN1,Central,2024-10-11,Approved,111106278,111106278
1992,1992,1992,98009,46,DN1,Central,2024-07-16,Approved,42506471,42506471
1994,1994,1994,38625,7,HN1,Central,2024-12-16,Approved,295450190,295450190
1995,1995,1995,91040,16,HCM2,South,2024-11-11,Approved,240020284,240020284
1997,1997,1997,46487,47,HN1,Central,2024-01-11,Approved,277213853,277213853
1999,1999,1999,60138,27,DN1,North,2024-02-25,Approved,166755989,166755989
2001,2001,2001,47208,24,DN1,Central,2024-02-08,Approved,303352152,303352152
2002,2002,2002,64061,9,HN1,North,2024-08-22,Approved,68579153,68579153
2008,2008,2008,52287,47,HCM2,North,2024-05-31,Approved,275050715,275050715
2010,2010,2010,36984,8,CT1,Central,2024-12-20,Approved,227869260,227869260
2012,2012,2012,46059,31,HN1,Central,2024-05-09,Approved,218974383,218974383
2013,2013,2013,79569,30,DN1,North,2024-06-29,Approved,355881602,355881602
2017,2017,2017,83384,12,HCM2,Central,2024-03-12,Approved,323307398,323307398
2018,2018,2018,97128,49,HCM2,South,2024-02-06,Approved,372965429,372965429
2020,2020,2020,37208,42,HCM1,Central,2024-04-14,Approved,244064083,244064083
2025,2025,2025,39165,11,DN1,North,2024-08-17,Approved,189901436,189901436
2026,2026,2026,77203,34,DN1,Central,2024-04-12,Approved,276897249,276897249
2028,2028,2028,74965,44,CT1,Central,2024-03-08,Approved,42284749,42284749
2029,2029,2029,46321,34,HCM1,Central,2024-04-04,Approved,101846703,101846703
2033,2033,2033,13712,10,CT1,Central,2024-05-05,Approved,336022023,336022023
2034,2034,2034,11367,32,HN1,South,2024-07-12,Approved,304257348,304257348
2035,2035,2035,61924,15,HN1,Central,2024-04-16,Approved,161443116,161443116
2039,2039,2039,19108,37,HCM2,North,2024-10-10,Approved,102563070,102563070
2040,2040,2040,87714,40,HN1,North,2024-02-14,Approved,56188396,56188396
2041,2041,2041,45643,8,DN1,South,2024-03-30,Approved,232705809,232705809
2043,2043,2043,93360,44,HCM2,South,2024-02-29,Approved,308557338,308557338
2053,2053,2053,16471,28,HCM1,Central,2024-04-24,Approved,245822118,245822118
2057,2057,2057,11177,32,HCM1,North,2024-02-25,Approved,389995091,389995091
2060,2060,2060,31636,26,DN1,South,2024-08-09,Approved,350213194,350213194
2062,2062,2062,63551,4,DN1,South,2024-12-20,Approved,137152702,137152702
2065,2065,2065,21563,38,CT1,Central,2024-08-25,Approved,120723681,120723681
2069,2069,2069,91709,2,HCM2,South,2024-09-16,Approved,172941689,172941689
2071,2071,2071,36987,11,CT1,South,2024-05-04,Approved,398626844,398626844
2072,2072,2072,88714,28,HCM2,South,2024-05-28,Approved,327764158,327764158
2075,2075,2075,43174,5,HN1,North,2024-09-23,Approved,308605821,308605821
2076,2076,2076,74106,38,HCM2,South,2024-02-20,Approved,292491996,292491996
2080,2080,2080,49310,24,HN1,North,2024-11-14,Approved,296167598,296167598
2084,2084,2084,55379,23,HN1,Central,2024-06-08,Approved,405013151,405013151
2085,2085,2085,88612,17,HCM2,North,2024-06-20,Approved,96335951,96335951
2088,2088,2088,56413,31,DN1,North,2024-11-17,Approved,142998419,142998419
2090,2090,2090,60115,42,HCM1,North,2024-06-26,Approved,236931977,236931977
2093,2093,2093,46378,22,HCM1,North,2024-04-08,Approved,287354757,287354757
2094,2094,2094,52652,13,HN1,Central,2024-05-05,Approved,350619334,350619334
2096,2096,2096,23467,48,DN1,South,2024-11-23,Approved,358820786,358820786
2097,2097,2097,41010,18,HCM1,North,2024-01-25,Approved,236700352,236700352
2101,2101,2101,54976,15,HCM2,North,2024-10-07,Approved,184891151,184891151
2104,2104,2104,96365,15,HCM2,Central,2024-11-04,Approved,291012746,291012746
2108,2108,2108,82588,32,CT1,North,2024-09-26,Approved,278372221,278372221
2112,2112,2112,28743,26,HCM2,Central,2024-10-18,Approved,300859933,300859933
2118,2118,2118,69189,9,HN1,Central,2024-12-12,Approved,194368680,194368680
2122,2122,2122,23673,19,HCM2,South,2024-12-05,Approved,264252646,264252646
2124,2124,2124,98204,35,DN1,North,2024-06-19,Approved,282507536,282507536
2126,2126,2126,75429,18,DN1,Central,2024-01-18,Approved,199887938,199887938
2127,2127,2127,33669,16,HCM2,Central,2024-08-17,Approved,266017768,266017768
2130,2130,2130,19435,25,CT1,South,2024-04-03,Approved,250809632,250809632
2132,2132,2132,47384,40,CT1,North,2024-04-04,Approved,434344392,434344392
2134,2134,2134,86153,45,DN1,North,2024-11-01,Approved,24012542,24012542
2136,2136,2136,41401,49,HCM2,North,2024-12-01,Approved,221594750,221594750
2140,2140,2140,46451,13,CT1,South,2024-05-15,Approved,239322311,239322311
2142,2142,2142,41910,14,HN1,North,2024-06-15,Approved,77312948,77312948
2143,2143,2143,46041,31,HCM1,Central,2024-12-28,Approved,372565792,372565792
2145,2145,2145,75681,39,HCM1,Central,2024-02-28,Approved,127938499,127938499
2146,2146,2146,91571,8,HCM1,Central,2024-10-30,Approved,25490966,25490966
2147,2147,2147,75481,25,HN1,Central,2024-11-18,Approved,229952950,229952950
2152,2152,2152,27014,28,HCM1,South,2024-12-02,Approved,231609029,231609029
2155,2155,2155,51621,28,HCM2,North,2024-05-12,Approved,178053862,178053862
2161,2161,2161,33711,32,HN1,Central,2024-02-25,Approved,297421161,297421161
2164,2164,2164,37213,8,HN1,North,2024-03-29,Approved,372153005,372153005
2171,2171,2171,42117,12,CT1,North,2024-01-31,Approved,18179816,18179816
2175,2175,2175,72438,5,CT1,Central,2024-09-15,Approved,408692757,408692757
2177,2177,2177,61501,41,DN1,South,2024-04-26,Approved,18167327,18167327
2178,2178,2178,70946,31,DN1,Central,2024-08-30,Approved,195739784,195739784
2182,2182,2182,86329,22,CT1,Central,2024-11-15,Approved,291725305,291725305
2186,2186,2186,22323,42,HCM1,North,2024-12-03,Approved,289695157,289695157
2189,2189,2189,26456,13,HN1,South,2024-01-31,Approved,382050938,382050938
2190,2190,2190,41367,17,DN1,Central,2024-01-31,Approved,198948717,198948717
2191,2191,2191,64624,36,HCM1,South,2024-01-22,Approved,157975206,157975206
2194,2194,2194,82240,15,HCM2,South,2024-08-03,Approved,148825784,148825784
2196,2196,2196,79249,17,DN1,Central,2024-09-14,Approved,100935080,100935080
2198,2198,2198,20756,8,DN1,North,2024-07-20,Approved,180907995,180907995
2200,2200,2200,46378,45,DN1,North,2024-08-06,Approved,411498974,411498974
2202,2202,2202,24484,46,HN1,North,2024-03-13,Approved,154143899,154143899
2204,2204,2204,44503,8,HCM2,North,2024-11-23,Approved,28415072,28415072
2205,2205,2205,83794,26,DN1,Central,2024-03-16,Approved,221652180,221652180
2207,2207,2207,84069,13,HCM1,North,2024-10-30,Approved,355745848,355745848
2208,2208,2208,15249,39,HCM2,Central,2024-06-30,Approved,233489175,233489175
2211,2211,2211,19686,28,DN1,South,2024-02-09,Approved,291270690,291270690
2218,2218,2218,20526,39,HCM1,North,2024-12-26,Approved,226432271,226432271
2221,2221,2221,38982,29,HCM2,North,2024-01-10,Approved,23610356,23610356
2222,2222,2222,10207,46,HCM2,North,2024-05-13,Approved,327357488,327357488
2223,2223,2223,98733,30,DN1,Central,2024-10-11,Approved,293529474,293529474
2226,2226,2226,56479,43,HCM2,Central,2024-10-21,Approved,372983794,372983794
2227,2227,2227,30103,21,HCM1,South,2024-01-31,Approved,248845635,248845635
2231,2231,2231,82982,17,CT1,North,2024-03-01,Approved,395500254,395500254
2234,2234,2234,39301,15,HCM1,Central,2024-10-15,Approved,151766123,151766123
2237,2237,2237,28752,44,HCM2,South,2024-08-08,Approved,396415541,396415541
2239,2239,2239,23395,23,HCM1,North,2024-11-14,Approved,298657469,298657469
2240,2240,2240,95957,30,CT1,North,2024-03-30,Approved,412441809,412441809
2241,2241,2241,66273,33,DN1,North,2024-03-11,Approved,93116054,93116054
2247,2247,2247,29169,11,DN1,South,2024-04-21,Approved,348036703,348036703
2251,2251,2251,94328,32,HCM1,South,2024-12-29,Approved,216839023,216839023
2252,2252,2252,45585,15,CT1,Central,2024-06-20,Approved,238171360,238171360
2255,2255,2255,94416,45,HN1,Central,2024-07-07,Approved,472375604,472375604
2257,2257,2257,48067,8,HCM1,Central,2024-06-22,Approved,243216789,243216789
2260,2260,2260,46035,12,CT1,North,2024-01-23,Approved,290765220,290765220
2261,2261,2261,74977,1,HN1,Central,2024-04-18,Approved,223464148,223464148
2263,2263,2263,75450,40,HN1,North,2024-04-17,Approved,126042030,126042030
2268,2268,2268,71929,31,DN1,South,2024-04-08,Approved,337687248,337687248
2272,2272,2272,44594,29,DN1,South,2024-07-10,Approved,297856176,297856176
2273,2273,2273,86957,21,CT1,Central,2024-06-16,Approved,366431682,366431682
2274,2274,2274,70631,21,HN1,South,2024-09-06,Approved,486990299,486990299
2276,2276,2276,73133,23,DN1,North,2024-02-21,Approved,230622037,230622037
2278,2278,2278,83861,22,HN1,South,2024-01-05,Approved,264544733,264544733
2281,2281,2281,50461,45,HN1,Central,2024-09-03,Approved,102089123,102089123
2283,2283,2283,88222,41,DN1,Central,2024-12-21,Approved,19843009,19843009
2284,2284,2284,34226,49,HCM2,North,2024-04-16,Approved,81100581,81100581
2285,2285,2285,16721,35,HCM2,North,2024-12-26,Approved,325989742,325989742
2286,2286,2286,66154,11,HCM1,Central,2024-01-06,Approved,183820870,183820870
2287,2287,2287,30609,24,HN1,Central,2024-09-04,Approved,91511547,91511547
2289,2289,2289,82909,21,HCM1,South,2024-07-30,Approved,350435695,350435695
2290,2290,2290,65249,2,DN1,North,2024-05-10,Approved,231070704,231070704
2294,2294,2294,73740,28,HCM1,South,2024-05-26,Approved,164074972,164074972
2296,2296,2296,39984,6,CT1,North,2024-09-30,Approved,116931149,116931149
2299,2299,2299,41552,28,CT1,Central,2024-12-24,Approved,351790691,351790691
2301,2301,2301,47685,38,DN1,Central,2024-04-18,Approved,345012498,345012498
2303,2303,2303,24716,4,DN1,North,2024-03-23,Approved,196347441,196347441
2305,2305,2305,45298,26,CT1,South,2024-12-08,Approved,209835081,209835081
2306,2306,2306,61112,49,DN1,South,2024-03-16,Approved,326220389,326220389
2307,2307,2307,33429,43,HN1,North,2024-10-29,Approved,32753541,32753541
2309,2309,2309,81308,13,HN1,North,2024-05-21,Approved,19607729,19607729
2310,2310,2310,58244,32,CT1,North,2024-04-14,Approved,444860431,444860431
2311,2311,2311,27347,17,HCM1,South,2024-05-29,Approved,376002717,376002717
2318,2318,2318,21871,40,HN1,North,2024-05-07,Approved,188320769,188320769
2320,2320,2320,84270,1,DN1,North,2024-06-12,Approved,80735487,80735487
2326,2326,2326,88213,12,HCM2,North,2024-06-22,Approved,334035854,334035854
2330,2330,2330,70545,4,HCM1,South,2024-10-01,Approved,311878088,311878088
2332,2332,2332,81966,44,HCM1,Central,2024-03-04,Approved,170613692,170613692
2333,2333,2333,49922,27,DN1,South,2024-12-30,Approved,226821514,226821514
2334,2334,2334,89364,9,HN1,South,2024-11-21,Approved,432609738,432609738
2337,2337,2337,59841,12,DN1,North,2024-08-03,Approved,139686357,139686357
2339,2339,2339,35032,24,DN1,North,2024-01-23,Approved,301656015,301656015
2340,2340,2340,47846,14,HCM2,South,2024-02-28,Approved,326492860,326492860
2342,2342,2342,54936,25,CT1,South,2024-11-17,Approved,473333312,473333312
2343,2343,2343,39794,34,HN1,Central,2024-07-15,Approved,233025613,233025613
2346,2346,2346,60331,42,CT1,South,2024-02-23,Approved,447381321,447381321
2350,2350,2350,33291,40,DN1,Central,2024-04-11,Approved,328140928,328140928
2352,2352,2352,56851,19,HCM2,Central,2024-03-16,Approved,95758622,95758622
2353,2353,2353,64823,3,HCM1,Central,2024-02-22,Approved,437942799,437942799
2355,2355,2355,53108,5,HN1,North,2024-08-24,Approved,59024218,59024218
2356,2356,2356,76918,3,HCM2,North,2024-02-06,Approved,215149677,215149677
2359,2359,2359,78828,49,HCM2,North,2024-03-09,Approved,226924328,226924328
2360,2360,2360,22411,15,HCM2,North,2024-02-07,Approved,114529528,114529528
2364,2364,2364,42371,44,HN1,Central,2024-05-15,Approved,30254910,30254910
2366,2366,2366,81229,47,HCM1,North,2024-09-18,Approved,348170331,348170331
2367,2367,2367,61196,34,HN1,South,2024-10-17,Approved,150107027,150107027
2369,2369,2369,36715,31,DN1,North,2024-01-05,Approved,241434615,241434615
2371,2371,2371,41174,12,HCM2,Central,2024-01-31,Approved,334829203,334829203
2373,2373,2373,86373,4,HCM2,Central,2024-05-28,Approved,301940373,301940373
2374,2374,2374,79252,23,HCM1,South,2024-08-24,Approved,315984148,315984148
2379,2379,2379,99818,2,CT1,North,2024-09-06,Approved,265322720,265322720
2380,2380,2380,16548,30,HCM1,South,2024-10-30,Approved,172256527,172256527
2382,2382,2382,33177,21,DN1,Central,2024-03-05,Approved,175597564,175597564
2383,2383,2383,34022,25,CT1,North,2024-02-09,Approved,270332723,270332723
2384,2384,2384,15542,20,HN1,Central,2024-02-17,Approved,189936184,189936184
2388,2388,2388,66532,33,DN1,North,2024-04-24,Approved,20263236,20263236
2397,2397,2397,20634,5,CT1,North,2024-06-11,Approved,147563744,147563744
2400,2400,2400,39300,43,DN1,South,2024-09-14,Approved,168260858,168260858
2403,2403,2403,35121,47,HCM2,Central,2024-01-04,Approved,159040123,159040123
2408,2408,2408,24056,21,HCM1,North,2024-07-21,Approved,232574501,232574501
2409,2409,2409,38380,28,CT1,Central,2024-10-26,Approved,50634954,50634954
2413,2413,2413,65316,23,CT1,North,2024-10-29,Approved,298871095,298871095
2414,2414,2414,74041,3,HCM2,North,2024-07-29,Approved,333473840,333473840
2422,2422,2422,13631,45,HCM2,North,2024-02-24,Approved,242992169,242992169
2425,2425,2425,99097,38,HCM1,North,2024-07-05,Approved,429497673,429497673
2427,2427,2427,38671,5,HN1,South,2024-04-28,Approved,35591568,35591568
2429,2429,2429,38602,48,HN1,Central,2024-02-08,Approved,245958531,245958531
2435,2435,2435,17099,28,HN1,Central,2024-10-04,Approved,232285933,232285933
2438,2438,2438,57684,39,DN1,South,2024-09-23,Approved,186348361,186348361
2439,2439,2439,40111,26,HN1,South,2024-12-01,Approved,124448517,124448517
2440,2440,2440,73936,13,DN1,South,2024-07-27,Approved,453604055,453604055
2441,2441,2441,32614,8,HN1,South,2024-11-28,Approved,237467925,237467925
2443,2443,2443,80476,30,CT1,North,2024-08-04,Approved,30920778,30920778
2444,2444,2444,70920,9,HN1,Central,2024-02-12,Approved,211183704,211183704
2445,2445,2445,73530,39,CT1,North,2024-01-31,Approved,294981555,294981555
2449,2449,2449,99570,34,HN1,South,2024-06-23,Approved,209036464,209036464
2451,2451,2451,93588,25,CT1,South,2024-07-07,Approved,24341040,24341040
2454,2454,2454,54857,22,HCM1,Central,2024-08-25,Approved,179106234,179106234
2456,2456,2456,58355,37,HN1,North,2024-01-18,Approved,213691920,213691920
2458,2458,2458,80067,1,CT1,North,2024-05-20,Approved,150232204,150232204
2459,2459,2459,74027,1,HN1,North,2024-02-03,Approved,105482266,105482266
2460,2460,2460,67906,42,HCM1,Central,2024-12-20,Approved,458332273,458332273
2461,2461,2461,38138,42,HN1,North,2024-01-20,Approved,102326220,102326220
2462,2462,2462,39956,21,DN1,Central,2024-03-17,Approved,198799568,198799568
2468,2468,2468,88815,45,CT1,Central,2024-05-17,Approved,355631835,355631835
2479,2479,2479,52600,48,HCM2,South,2024-10-15,Approved,360556962,360556962
2483,2483,2483,96205,35,HCM2,South,2024-02-11,Approved,174036874,174036874
2484,2484,2484,16910,46,HCM2,North,2024-06-03,Approved,107598493,107598493
2488,2488,2488,95667,15,DN1,South,2024-02-17,Approved,39879745,39879745
2489,2489,2489,35227,27,HN1,South,2024-02-21,Approved,23362058,23362058
2494,2494,2494,49071,6,HN1,North,2024-03-16,Approved,191083804,191083804
2498,2498,2498,74379,23,HCM1,North,2024-07-13,Approved,204401888,204401888
2499,2499,2499,67866,25,HCM1,North,2024-03-19,Approved,45502652,45502652
2505,2505,2505,55000,20,HCM2,Central,2024-04-15,Approved,32741557,32741557
2506,2506,2506,32168,6,HCM2,Central,2024-10-12,Approved,411874218,411874218
2507,2507,2507,80119,6,HN1,South,2024-02-21,Approved,368608234,368608234
2509,2509,2509,64093,4,HCM1,South,2024-04-14,Approved,462847779,462847779
2516,2516,2516,56804,15,HN1,South,2024-01-13,Approved,293414131,293414131
2518,2518,2518,74946,43,HCM2,North,2024-02-25,Approved,451826924,451826924
2520,2520,2520,71332,44,HCM1,South,2024-08-22,Approved,315710834,315710834
2525,2525,2525,47643,20,HCM2,Central,2024-08-23,Approved,20295589,20295589
2527,2527,2527,53950,35,HCM2,North,2024-05-03,Approved,302041122,302041122
2528,2528,2528,66849,32,CT1,North,2024-11-26,Approved,324664705,324664705
2533,2533,2533,65533,17,HCM2,North,2024-04-13,Approved,370461458,370461458
2534,2534,2534,92566,7,HN1,Central,2024-12-01,Approved,127145006,127145006
2541,2541,2541,33387,6,DN1,Central,2024-04-07,Approved,84045663,84045663
2547,2547,2547,34858,4,HCM2,North,2024-12-03,Approved,290174124,290174124
2548,2548,2548,58689,40,HCM2,North,2024-10-28,Approved,265394153,265394153
2549,2549,2549,54638,16,HN1,Central,2024-05-15,Approved,83827420,83827420
2556,2556,2556,77260,32,DN1,North,2024-05-22,Approved,448245728,448245728
2558,2558,2558,18706,2,DN1,Central,2024-07-01,Approved,188704022,188704022
2560,2560,2560,28037,3,HCM1,Central,2024-05-27,Approved,131560286,131560286
2562,2562,2562,91942,24,HN1,South,2024-12-19,Approved,410606947,410606947
2565,2565,2565,15926,31,CT1,South,2024-07-27,Approved,291395808,291395808
2568,2568,2568,39806,45,HCM1,North,2024-06-16,Approved,322631999,322631999
2570,2570,2570,51321,8,HCM1,South,2024-08-31,Approved,121186625,121186625
2577,2577,2577,72946,30,HCM2,North,2024-08-22,Approved,349519267,349519267
2578,2578,2578,31727,10,HCM2,South,2024-10-17,Approved,335883056,335883056
2580,2580,2580,13081,18,DN1,Central,2024-07-14,Approved,375716093,375716093
2581,2581,2581,44196,5,HN1,South,2024-12-04,Approved,400624882,400624882
2582,2582,2582,46735,29,HN1,Central,2024-09-18,Approved,60957643,60957643
2584,2584,2584,89578,34,HCM1,Central,2024-11-05,Approved,385070270,385070270
2585,2585,2585,35498,43,HCM1,South,2024-11-25,Approved,348108794,348108794
2587,2587,2587,41656,23,HCM1,North,2024-12-14,Approved,174234834,174234834
2590,2590,2590,94899,6,HCM2,South,2024-05-29,Approved,390595195,390595195
2591,2591,2591,57701,46,HCM2,South,2024-09-06,Approved,299176234,299176234
2594,2594,2594,45851,29,DN1,South,2025-01-05,Approved,303287004,303287004
2597,2597,2597,23944,32,HCM1,South,2024-12-27,Approved,112192836,112192836
2602,2602,2602,46751,32,HCM2,South,2024-09-02,Approved,318799035,318799035
2603,2603,2603,99822,9,DN1,Central,2024-03-25,Approved,142710357,142710357
2604,2604,2604,15110,37,HCM2,South,2024-08-22,Approved,306619225,306619225
2605,2605,2605,64341,10,HCM2,Central,2024-07-25,Approved,382821458,382821458
2606,2606,2606,22087,20,HN1,South,2024-09-08,Approved,358440892,358440892
2607,2607,2607,33762,6,HCM1,South,2024-10-29,Approved,162017507,162017507
2609,2609,2609,19596,3,HCM2,Central,2024-08-11,Approved,184013357,184013357
2611,2611,2611,76549,11,HCM2,Central,2024-03-10,Approved,124487911,124487911
2612,2612,2612,33705,43,CT1,North,2024-03-28,Approved,253542573,253542573
2614,2614,2614,83445,32,CT1,North,2024-03-13,Approved,123806094,123806094
2616,2616,2616,12023,4,HCM1,North,2024-12-18,Approved,173615458,173615458
2618,2618,2618,90073,41,HCM2,Central,2024-06-15,Approved,310058647,310058647
2624,2624,2624,69664,35,CT1,Central,2024-02-09,Approved,203298022,203298022
2628,2628,2628,79122,22,DN1,North,2024-04-17,Approved,26974732,26974732
2629,2629,2629,26087,48,CT1,North,2024-01-30,Approved,290028375,290028375
2631,2631,2631,33225,13,HCM1,South,2024-01-03,Approved,332931967,332931967
2635,2635,2635,75697,12,DN1,North,2024-03-02,Approved,251725619,251725619
2636,2636,2636,26029,23,CT1,North,2024-06-30,Approved,45575891,45575891
2641,2641,2641,78926,41,DN1,North,2024-11-13,Approved,258440251,258440251
2643,2643,2643,65506,23,HCM2,Central,2024-06-05,Approved,424566477,424566477
2645,2645,2645,59815,19,HCM1,North,2024-05-06,Approved,260377593,260377593
2648,2648,2648,76077,47,CT1,South,2024-11-25,Approved,281930916,281930916
2649,2649,2649,31817,23,HN1,North,2024-08-21,Approved,67586178,67586178
2650,2650,2650,47861,30,HCM1,North,2024-01-09,Approved,167160146,167160146
2651,2651,2651,23428,25,HN1,Central,2024-11-11,Approved,122614997,122614997
2652,2652,2652,53934,28,HN1,North,2024-09-19,Approved,166609195,166609195
2653,2653,2653,20258,34,HCM2,North,2024-01-21,Approved,184681689,184681689
2656,2656,2656,15469,47,HN1,Central,2024-10-25,Approved,326686272,326686272
2660,2660,2660,43937,42,HN1,North,2024-10-06,Approved,386192041,386192041
2661,2661,2661,11651,46,DN1,Central,2024-12-27,Approved,62607032,62607032
2663,2663,2663,94730,41,CT1,Central,2024-07-05,Approved,101276494,101276494
2664,2664,2664,35051,25,HCM1,Central,2024-07-01,Approved,75181864,75181864
2666,2666,2666,85054,35,DN1,Central,2024-03-18,Approved,337868877,337868877
2667,2667,2667,26184,48,HN1,Central,2024-04-14,Approved,129584498,129584498
2669,2669,2669,31621,10,CT1,North,2024-06-15,Approved,426777660,426777660
2670,2670,2670,85564,35,CT1,Central,2024-07-27,Approved,304364143,304364143
2673,2673,2673,55253,21,DN1,South,2024-01-18,Approved,162847726,162847726
2677,2677,2677,93930,7,HCM1,North,2024-02-10,Approved,62062170,62062170
2678,2678,2678,40254,17,HCM1,South,2024-04-04,Approved,452244025,452244025
2679,2679,2679,94045,2,HCM1,North,2024-09-16,Approved,252737854,252737854
2681,2681,2681,24472,42,DN1,Central,2024-08-12,Approved,178617526,178617526
2686,2686,2686,64220,18,HCM2,North,2024-03-18,Approved,73908079,73908079
2687,2687,2687,16397,35,HN1,South,2024-07-15,Approved,257871194,257871194
2689,2689,2689,63072,16,HN1,South,2024-10-19,Approved,116277805,116277805
2691,2691,2691,94530,44,HCM1,North,2024-11-24,Approved,344607761,344607761
2693,2693,2693,71330,47,CT1,North,2024-07-29,Approved,28207179,28207179
2695,2695,2695,35122,48,CT1,North,2024-11-29,Approved,109642244,109642244
2697,2697,2697,91906,12,HCM1,Central,2024-11-09,Approved,376882047,376882047
2700,2700,2700,32436,39,DN1,North,2024-01-09,Approved,380516969,380516969
2701,2701,2701,52963,2,DN1,Central,2024-04-06,Approved,19692116,19692116
2702,2702,2702,12096,26,DN1,South,2024-03-07,Approved,80453389,80453389
2703,2703,2703,35279,27,DN1,North,2024-11-12,Approved,129993663,129993663
2705,2705,2705,29715,15,CT1,Central,2024-08-22,Approved,460704309,460704309
2708,2708,2708,66614,47,DN1,North,2024-09-04,Approved,201260547,201260547
2709,2709,2709,15105,46,HCM1,Central,2024-09-28,Approved,233243133,233243133
2710,2710,2710,12839,40,HCM1,South,2024-03-26,Approved,279639690,279639690
2712,2712,2712,53619,13,HCM2,North,2024-06-03,Approved,146151410,146151410
2715,2715,2715,27069,17,CT1,Central,2024-03-05,Approved,30661767,30661767
