LeadID,SignupDate,CustomerID,ProductID,Branch,Region,SourceChannel,Campaign,LeadStatus,IsConverted,ConvertedTransactionID
1958,2023-12-17,90165,13,HCM1,North,Google Ads,NewProductLaunch,New,0,
1959,2024-04-19,83922,66,CT1,North,Google Ads,11.11,NoAnswer,0,
1960,2024-10-06,27046,194,HCM1,Central,Zalo OA,SummerSale,Converted,1,2904.0
1961,2024-06-19,67823,144,HN1,Central,Email Marketing,11.11,NoAnswer,0,
1962,2024-12-10,83580,73,HCM1,Central,Zalo OA,12.12,Converted,1,2893.0
1963,2023-12-28,63370,156,DN1,Central,Email Marketing,12.12,New,0,
1964,2023-12-26,19615,77,HCM1,North,Facebook Ads,FlashSaleWeekend,Calling,0,
1965,2024-03-10,15060,163,HCM2,South,Google Ads,FlashSaleWeekend,NoAnswer,0,
1966,2023-12-26,86436,169,HN1,Central,Website SEO,Tet2024,Converted,1,2066.0
1967,2024-01-08,70519,31,HN1,North,Email Marketing,SummerSale,New,0,
1968,2024-10-10,81117,85,CT1,Central,Email Marketing,BackToSchool,Cancelled,0,
1969,2024-08-13,71158,160,DN1,North,Zalo OA,NewProductLaunch,New,0,
1970,2024-04-14,44782,182,HN1,Central,Zalo OA,12.12,Converted,1,1850.0
1971,2024-05-09,95709,59,HCM2,South,Tiktok Ads,NewProductLaunch,NoAnswer,0,
1972,2024-02-07,88533,41,HCM1,Central,Email Marketing,SummerSale,Converted,1,123.0
1973,2024-08-08,68255,112,HN1,South,Facebook Ads,BackToSchool,Cancelled,0,
1974,2024-12-04,82684,194,HCM2,Central,Google Ads,FlashSaleWeekend,NoAnswer,0,
1975,2024-06-04,66918,96,HCM1,Central,Google Ads,12.12,New,0,
1976,2024-07-22,94284,182,CT1,Central,Google Ads,Tet2024,Converted,1,1252.0
1977,2024-04-11,89558,168,HN1,North,Email Marketing,NewProductLaunch,Converted,1,338.0
1978,2024-10-18,95549,122,HN1,North,Zalo OA,SummerSale,Cancelled,0,
1979,2024-06-14,91422,156,HCM2,South,Facebook Ads,NewProductLaunch,Converted,1,2321.0
1980,2024-09-27,35256,165,DN1,South,Google Ads,FlashSaleWeekend,NoAnswer,0,
1981,2024-10-16,40005,105,CT1,North,Email Marketing,FlashSaleWeekend,Converted,1,902.0
1982,2024-10-09,16638,193,DN1,South,Website SEO,BackToSchool,New,0,
1983,2024-03-05,47419,74,HN1,South,Tiktok Ads,Tet2024,Cancelled,0,
1984,2024-07-12,43377,183,DN1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,426.0
1985,2024-05-12,53116,132,HCM1,North,Google Ads,BackToSchool,Converted,1,2363.0
1986,2024-01-20,46634,99,CT1,North,Zalo OA,FlashSaleWeekend,NoAnswer,0,
1987,2024-11-30,92291,126,DN1,North,Tiktok Ads,12.12,New,0,
1988,2024-10-21,33382,138,HCM1,Central,Tiktok Ads,11.11,NoAnswer,0,
1989,2024-12-09,66063,175,HCM2,North,Tiktok Ads,BackToSchool,Converted,1,872.0
1990,2024-02-11,32394,75,DN1,South,Tiktok Ads,BackToSchool,NoAnswer,0,
1991,2024-04-23,77789,14,CT1,Central,Google Ads,NewProductLaunch,Converted,1,2305.0
1992,2024-07-03,10864,38,HCM1,Central,Email Marketing,FlashSaleWeekend,NoAnswer,0,
1993,2024-08-13,50222,140,DN1,South,Facebook Ads,BackToSchool,Calling,0,
1994,2024-01-18,23666,45,HCM2,Central,Facebook Ads,SummerSale,NoAnswer,0,
1995,2024-03-16,30955,145,DN1,South,Zalo OA,12.12,Cancelled,0,
1996,2024-07-08,91845,163,HCM1,Central,Email Marketing,NewProductLaunch,New,0,
1997,2024-12-01,79590,194,DN1,Central,Website SEO,NewProductLaunch,New,0,
1998,2024-11-10,76471,75,CT1,South,Facebook Ads,11.11,Converted,1,2058.0
1999,2024-10-14,98314,169,HN1,South,Website SEO,12.12,Calling,0,
2000,2024-11-28,53298,195,HCM1,South,Facebook Ads,SummerSale,Converted,1,1455.0
2001,2024-07-14,73108,29,HCM1,South,Facebook Ads,12.12,Calling,0,
2002,2024-05-21,58924,18,HCM1,North,Zalo OA,BackToSchool,Converted,1,1897.0
2003,2024-01-07,26709,20,HCM1,North,Tiktok Ads,11.11,Converted,1,2639.0
2004,2024-10-02,19726,14,DN1,South,Zalo OA,SummerSale,Converted,1,1456.0
2005,2023-12-18,70824,162,CT1,North,Facebook Ads,11.11,Converted,1,2947.0
2006,2024-07-21,50542,177,HCM2,South,Email Marketing,12.12,Calling,0,
2007,2024-12-12,30245,54,CT1,South,Tiktok Ads,Tet2024,Converted,1,1625.0
2008,2024-12-30,44753,31,HCM1,Central,Email Marketing,12.12,Converted,1,2958.0
2009,2024-01-03,89788,58,DN1,South,Email Marketing,BackToSchool,NoAnswer,0,
2010,2024-05-14,31316,104,DN1,South,Email Marketing,11.11,NoAnswer,0,
2011,2024-02-02,94698,170,HCM1,South,Tiktok Ads,Tet2024,Cancelled,0,
2012,2024-06-08,25960,186,DN1,South,Email Marketing,BackToSchool,New,0,
2013,2024-03-19,40791,128,HCM1,Central,Tiktok Ads,11.11,New,0,
2014,2024-03-28,35216,158,CT1,South,Website SEO,11.11,NoAnswer,0,
2015,2024-08-20,42467,25,HN1,Central,Facebook Ads,12.12,New,0,
2016,2024-04-09,74427,191,DN1,South,Google Ads,FlashSaleWeekend,Converted,1,2512.0
2017,2024-12-02,72047,19,HCM1,Central,Email Marketing,11.11,NoAnswer,0,
2018,2024-07-29,83290,136,HCM1,North,Zalo OA,11.11,Converted,1,242.0
2019,2024-02-18,57014,3,DN1,Central,Website SEO,NewProductLaunch,Calling,0,
2020,2024-11-13,14078,195,HCM2,Central,Zalo OA,FlashSaleWeekend,NoAnswer,0,
2021,2024-09-01,88389,86,HCM1,South,Google Ads,11.11,Cancelled,0,
2022,2024-10-04,60519,145,DN1,Central,Tiktok Ads,12.12,NoAnswer,0,
2023,2024-08-13,14042,142,HCM1,Central,Google Ads,NewProductLaunch,NoAnswer,0,
2024,2024-12-19,59052,9,HCM2,South,Zalo OA,NewProductLaunch,New,0,
2025,2024-06-17,24389,190,HN1,North,Google Ads,Tet2024,NoAnswer,0,
2026,2024-08-16,78111,94,HCM2,North,Facebook Ads,BackToSchool,Converted,1,1146.0
2027,2024-04-17,60733,149,CT1,North,Google Ads,NewProductLaunch,Cancelled,0,
2028,2024-09-07,44754,165,DN1,Central,Email Marketing,SummerSale,NoAnswer,0,
2029,2024-04-23,28624,139,HCM2,South,Facebook Ads,NewProductLaunch,Converted,1,1832.0
2030,2024-08-07,95886,20,HN1,North,Email Marketing,SummerSale,NoAnswer,0,
2031,2024-01-01,36681,35,HCM1,North,Google Ads,FlashSaleWeekend,Calling,0,
2032,2024-01-23,99524,53,DN1,North,Facebook Ads,Tet2024,NoAnswer,0,
2033,2024-01-04,91006,175,HCM2,North,Facebook Ads,SummerSale,NoAnswer,0,
2034,2024-07-26,34704,110,HN1,South,Google Ads,Tet2024,NoAnswer,0,
2035,2024-12-03,17493,180,HCM2,North,Website SEO,Tet2024,Cancelled,0,
2036,2024-09-21,79639,136,CT1,Central,Tiktok Ads,Tet2024,New,0,
2037,2023-12-22,64383,4,DN1,Central,Tiktok Ads,SummerSale,Converted,1,428.0
2038,2024-03-23,12994,155,HCM1,South,Tiktok Ads,SummerSale,Calling,0,
2039,2024-08-10,79280,172,HN1,North,Facebook Ads,Tet2024,Calling,0,
2040,2024-03-10,57234,168,HCM2,North,Tiktok Ads,FlashSaleWeekend,Converted,1,7.0
2041,2024-10-07,57291,102,DN1,Central,Facebook Ads,Tet2024,Converted,1,2168.0
2042,2023-12-28,15594,47,HCM2,South,Website SEO,FlashSaleWeekend,NoAnswer,0,
2043,2024-11-12,17371,94,DN1,Central,Google Ads,BackToSchool,Converted,1,1374.0
2044,2023-12-16,57315,172,CT1,South,Google Ads,FlashSaleWeekend,NoAnswer,0,
2045,2024-12-23,93564,48,HCM2,South,Facebook Ads,FlashSaleWeekend,New,0,
2046,2024-10-02,89526,91,CT1,South,Facebook Ads,FlashSaleWeekend,Converted,1,1067.0
2047,2024-11-03,26626,180,HN1,Central,Website SEO,Tet2024,Converted,1,2231.0
2048,2024-01-24,96005,84,CT1,South,Tiktok Ads,11.11,NoAnswer,0,
2049,2024-10-27,17130,68,DN1,Central,Website SEO,BackToSchool,Converted,1,565.0
2050,2024-10-25,16828,139,HN1,Central,Google Ads,BackToSchool,Converted,1,1697.0
2051,2024-12-29,67514,125,HCM2,North,Google Ads,BackToSchool,Cancelled,0,
2052,2024-04-03,62664,73,HCM2,Central,Email Marketing,11.11,New,0,
2053,2023-12-28,27883,4,DN1,Central,Tiktok Ads,BackToSchool,NoAnswer,0,
2054,2024-08-01,53059,76,HCM1,North,Google Ads,BackToSchool,Converted,1,2996.0
2055,2024-03-07,94078,73,HCM1,North,Email Marketing,SummerSale,New,0,
2056,2024-04-22,52932,77,HCM2,North,Facebook Ads,12.12,Converted,1,990.0
2057,2024-08-01,71269,48,DN1,South,Google Ads,SummerSale,Calling,0,
2058,2024-11-04,85986,154,HCM1,South,Zalo OA,Tet2024,NoAnswer,0,
2059,2024-05-07,95959,102,CT1,North,Tiktok Ads,Tet2024,Converted,1,1813.0
2060,2024-12-27,12035,106,HCM2,South,Email Marketing,FlashSaleWeekend,Converted,1,546.0
2061,2024-11-23,50745,77,CT1,North,Tiktok Ads,NewProductLaunch,New,0,
2062,2024-01-11,27241,39,DN1,South,Tiktok Ads,12.12,New,0,
2063,2024-02-18,62975,58,CT1,Central,Zalo OA,11.11,NoAnswer,0,
2064,2024-05-25,33154,19,HCM1,South,Website SEO,SummerSale,New,0,
2065,2024-07-30,35625,88,HCM1,South,Facebook Ads,Tet2024,NoAnswer,0,
2066,2024-08-31,54950,113,HN1,Central,Tiktok Ads,11.11,Converted,1,931.0
2067,2024-05-26,66396,77,HCM2,North,Google Ads,BackToSchool,NoAnswer,0,
2068,2024-10-10,23331,77,DN1,South,Facebook Ads,11.11,Cancelled,0,
2069,2024-10-12,73927,186,HCM2,South,Google Ads,SummerSale,Cancelled,0,
2070,2024-09-26,96226,28,CT1,Central,Facebook Ads,12.12,Converted,1,1276.0
2071,2023-12-24,94719,66,DN1,Central,Facebook Ads,NewProductLaunch,New,0,
2072,2024-06-26,73014,10,DN1,Central,Email Marketing,FlashSaleWeekend,Converted,1,1313.0
2073,2024-04-10,49346,126,HCM1,Central,Google Ads,SummerSale,New,0,
2074,2024-09-09,80411,58,CT1,North,Google Ads,FlashSaleWeekend,New,0,
2075,2024-03-03,64478,142,HCM1,South,Facebook Ads,12.12,Calling,0,
2076,2024-03-16,22254,125,HCM1,South,Tiktok Ads,Tet2024,NoAnswer,0,
2077,2024-09-05,65734,112,HN1,South,Google Ads,FlashSaleWeekend,Converted,1,1020.0
2078,2024-11-10,38621,84,HCM1,South,Zalo OA,Tet2024,NoAnswer,0,
2079,2024-11-28,86441,143,HCM2,North,Zalo OA,11.11,Converted,1,1050.0
2080,2024-12-09,56121,96,DN1,South,Facebook Ads,SummerSale,Calling,0,
2081,2024-08-27,91418,33,HCM1,North,Website SEO,Tet2024,Calling,0,
2082,2024-04-25,70197,145,HCM2,North,Facebook Ads,BackToSchool,New,0,
2083,2024-09-15,94577,152,CT1,Central,Facebook Ads,BackToSchool,Converted,1,2279.0
2084,2024-09-03,52431,158,DN1,Central,Tiktok Ads,NewProductLaunch,Converted,1,2986.0
2085,2024-06-02,14837,190,CT1,South,Tiktok Ads,11.11,Converted,1,1610.0
2086,2023-12-15,93163,141,HCM2,North,Email Marketing,Tet2024,NoAnswer,0,
2087,2024-10-22,81232,190,CT1,Central,Website SEO,NewProductLaunch,Converted,1,518.0
2088,2024-02-16,58994,47,CT1,North,Website SEO,BackToSchool,Cancelled,0,
2089,2024-12-22,89079,112,CT1,Central,Website SEO,NewProductLaunch,Converted,1,2425.0
2090,2024-09-23,22615,144,HCM1,North,Website SEO,NewProductLaunch,Converted,1,1935.0
2091,2024-04-13,11466,194,HCM1,South,Website SEO,Tet2024,Cancelled,0,
2092,2024-03-30,40771,43,HCM1,South,Facebook Ads,Tet2024,Calling,0,
2093,2024-06-06,93886,8,DN1,North,Facebook Ads,Tet2024,Converted,1,1746.0
2094,2024-07-05,75911,3,HCM2,Central,Email Marketing,11.11,Converted,1,1669.0
2095,2024-05-27,30746,125,HCM1,Central,Zalo OA,FlashSaleWeekend,Calling,0,
2096,2024-10-14,98422,12,CT1,South,Zalo OA,NewProductLaunch,Converted,1,2547.0
2097,2024-04-12,70739,84,CT1,South,Email Marketing,NewProductLaunch,Converted,1,1198.0
2098,2024-01-27,83369,16,CT1,South,Email Marketing,11.11,NoAnswer,0,
2099,2024-10-21,11893,78,CT1,Central,Google Ads,BackToSchool,NoAnswer,0,
2100,2024-05-18,40573,59,HN1,Central,Facebook Ads,SummerSale,Converted,1,1533.0
2101,2024-12-15,50874,177,DN1,South,Website SEO,FlashSaleWeekend,Cancelled,0,
2102,2024-07-08,87362,63,HCM2,North,Google Ads,BackToSchool,NoAnswer,0,
2103,2024-03-31,97460,190,HCM2,Central,Tiktok Ads,11.11,New,0,
2104,2024-08-21,43367,49,HCM1,South,Facebook Ads,FlashSaleWeekend,Converted,1,2253.0
2105,2024-12-18,31199,51,HN1,North,Email Marketing,FlashSaleWeekend,Converted,1,2389.0
2106,2024-11-12,84328,33,HCM2,Central,Zalo OA,NewProductLaunch,Calling,0,
2107,2024-04-22,67724,30,DN1,North,Facebook Ads,NewProductLaunch,Converted,1,2937.0
2108,2024-10-02,96133,187,CT1,North,Email Marketing,Tet2024,Converted,1,15.0
2109,2024-01-03,46405,76,HCM1,Central,Facebook Ads,Tet2024,Cancelled,0,
2110,2024-09-21,25989,15,DN1,South,Facebook Ads,NewProductLaunch,Converted,1,2042.0
2111,2024-09-24,38931,82,HCM2,North,Facebook Ads,NewProductLaunch,Converted,1,2043.0
2112,2023-12-15,19290,92,HN1,South,Tiktok Ads,12.12,Converted,1,911.0
2113,2024-04-11,48367,23,HCM1,Central,Zalo OA,FlashSaleWeekend,Converted,1,2675.0
2114,2024-01-18,89878,94,HCM2,North,Facebook Ads,Tet2024,Cancelled,0,
2115,2024-06-29,89481,45,HCM1,North,Email Marketing,Tet2024,New,0,
2116,2024-08-15,86298,62,HCM2,North,Tiktok Ads,BackToSchool,NoAnswer,0,
2117,2024-02-11,40133,199,CT1,North,Google Ads,NewProductLaunch,Converted,1,1615.0
2118,2024-11-03,37052,15,HN1,North,Facebook Ads,FlashSaleWeekend,Converted,1,1535.0
2119,2024-05-23,95489,46,CT1,Central,Tiktok Ads,NewProductLaunch,NoAnswer,0,
2120,2024-06-10,50475,64,HCM2,North,Website SEO,11.11,Calling,0,
2121,2024-07-07,92666,174,DN1,Central,Google Ads,BackToSchool,New,0,
2122,2023-12-26,67656,184,CT1,South,Zalo OA,SummerSale,Converted,1,1737.0
2123,2024-09-15,14633,172,DN1,Central,Facebook Ads,SummerSale,Cancelled,0,
2124,2024-06-12,27304,75,HCM2,North,Facebook Ads,SummerSale,Converted,1,460.0
2125,2024-08-12,56546,157,HN1,South,Tiktok Ads,FlashSaleWeekend,New,0,
2126,2024-07-17,17008,190,DN1,Central,Zalo OA,12.12,Cancelled,0,
2127,2024-08-21,58291,52,HCM2,Central,Website SEO,Tet2024,New,0,
2128,2024-10-08,37405,182,DN1,Central,Google Ads,FlashSaleWeekend,Converted,1,1614.0
2129,2024-04-18,46386,88,CT1,North,Email Marketing,SummerSale,NoAnswer,0,
2130,2024-07-18,30827,57,HCM2,North,Zalo OA,11.11,Converted,1,2937.0
2131,2024-10-15,43040,83,CT1,Central,Facebook Ads,FlashSaleWeekend,Cancelled,0,
2132,2024-09-24,70354,66,HCM1,Central,Tiktok Ads,FlashSaleWeekend,Calling,0,
2133,2024-06-16,88543,150,HCM2,South,Website SEO,Tet2024,New,0,
2134,2024-01-22,28157,20,DN1,North,Tiktok Ads,Tet2024,Converted,1,1150.0
2135,2024-07-24,45315,33,HCM1,North,Google Ads,SummerSale,Converted,1,972.0
2136,2024-06-15,45932,72,CT1,South,Zalo OA,Tet2024,NoAnswer,0,
2137,2024-06-09,31164,25,CT1,Central,Tiktok Ads,BackToSchool,Converted,1,707.0
2138,2024-10-03,24414,46,DN1,Central,Email Marketing,BackToSchool,Cancelled,0,
2139,2024-11-18,24327,73,HCM1,South,Email Marketing,SummerSale,NoAnswer,0,
2140,2024-05-13,10946,98,HN1,Central,Tiktok Ads,FlashSaleWeekend,New,0,
2141,2024-04-18,24693,57,DN1,Central,Facebook Ads,11.11,Converted,1,395.0
2142,2024-10-10,37241,87,CT1,South,Tiktok Ads,Tet2024,Calling,0,
2143,2024-10-17,25540,133,HCM2,South,Website SEO,NewProductLaunch,Calling,0,
2144,2024-11-14,82255,55,HCM1,South,Zalo OA,FlashSaleWeekend,New,0,
2145,2024-08-04,74757,61,HN1,Central,Google Ads,SummerSale,Cancelled,0,
2146,2024-12-28,51203,89,HCM2,South,Email Marketing,12.12,NoAnswer,0,
2147,2024-12-23,35081,8,HCM1,Central,Tiktok Ads,Tet2024,NoAnswer,0,
2148,2023-12-22,71861,16,DN1,North,Website SEO,SummerSale,Cancelled,0,
2149,2024-11-19,21350,176,DN1,North,Email Marketing,SummerSale,Converted,1,896.0
2150,2024-04-21,65512,116,HCM1,South,Email Marketing,11.11,New,0,
2151,2024-09-03,66809,61,HN1,Central,Google Ads,NewProductLaunch,NoAnswer,0,
2152,2024-05-19,52832,15,HCM1,Central,Email Marketing,Tet2024,NoAnswer,0,
2153,2024-11-30,38369,193,HCM2,Central,Website SEO,SummerSale,New,0,
2154,2024-12-06,41728,150,HCM2,South,Email Marketing,SummerSale,Converted,1,386.0
2155,2023-12-19,27576,131,DN1,Central,Email Marketing,FlashSaleWeekend,NoAnswer,0,
2156,2024-03-09,39001,102,HCM1,Central,Tiktok Ads,Tet2024,Converted,1,2216.0
2157,2024-06-06,93384,54,DN1,Central,Tiktok Ads,SummerSale,Converted,1,1436.0
2158,2024-09-29,10390,14,HN1,North,Zalo OA,SummerSale,Converted,1,2765.0
2159,2024-06-24,97535,36,HCM2,Central,Facebook Ads,SummerSale,Cancelled,0,
2160,2024-10-20,55436,105,CT1,North,Website SEO,BackToSchool,Cancelled,0,
2161,2024-04-11,21569,82,CT1,Central,Facebook Ads,BackToSchool,New,0,
2162,2024-07-19,23029,67,HCM1,Central,Facebook Ads,NewProductLaunch,Converted,1,1943.0
2163,2024-04-06,32490,10,HCM1,Central,Email Marketing,11.11,New,0,
2164,2024-05-07,55875,49,CT1,North,Google Ads,FlashSaleWeekend,Cancelled,0,
2165,2024-01-09,15867,111,HCM1,Central,Google Ads,FlashSaleWeekend,New,0,
2166,2024-04-28,90820,65,HCM2,South,Email Marketing,Tet2024,Converted,1,892.0
2167,2024-10-12,19121,57,HN1,Central,Website SEO,11.11,Converted,1,2824.0
2168,2024-08-02,11539,27,HN1,North,Facebook Ads,11.11,Cancelled,0,
2169,2024-12-17,27027,113,DN1,North,Zalo OA,FlashSaleWeekend,Cancelled,0,
2170,2024-02-28,84229,133,HCM2,South,Facebook Ads,BackToSchool,Cancelled,0,
2171,2024-11-06,18921,71,HCM1,South,Google Ads,NewProductLaunch,NoAnswer,0,
2172,2024-11-23,60435,83,HCM1,South,Facebook Ads,11.11,Converted,1,1437.0
2173,2024-10-11,20310,57,DN1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,1374.0
2174,2024-09-28,73965,120,DN1,Central,Tiktok Ads,11.11,Converted,1,1083.0
2175,2023-12-15,79922,93,HCM1,Central,Zalo OA,SummerSale,New,0,
2176,2024-05-09,92839,15,HCM1,South,Website SEO,Tet2024,Converted,1,934.0
2177,2024-09-26,22242,111,HCM2,South,Facebook Ads,NewProductLaunch,Converted,1,2588.0
2178,2024-05-04,18947,101,DN1,Central,Tiktok Ads,FlashSaleWeekend,Converted,1,2273.0
2179,2024-02-05,81466,119,HCM2,South,Website SEO,Tet2024,Converted,1,1342.0
2180,2024-10-13,71816,76,HCM1,Central,Tiktok Ads,BackToSchool,NoAnswer,0,
2181,2024-02-21,58785,158,CT1,Central,Website SEO,11.11,Converted,1,558.0
2182,2024-12-09,10507,20,CT1,Central,Website SEO,11.11,Converted,1,1498.0
2183,2024-03-13,76972,165,HCM1,Central,Tiktok Ads,12.12,Converted,1,1870.0
2184,2024-07-21,37151,131,DN1,North,Email Marketing,Tet2024,New,0,
2185,2024-06-23,21618,73,CT1,Central,Google Ads,BackToSchool,Converted,1,1820.0
2186,2024-02-15,84286,122,DN1,South,Website SEO,FlashSaleWeekend,Calling,0,
2187,2024-02-25,26122,41,CT1,South,Email Marketing,12.12,NoAnswer,0,
2188,2024-05-23,17354,167,DN1,South,Facebook Ads,12.12,NoAnswer,0,
2189,2024-05-31,40979,154,CT1,South,Email Marketing,SummerSale,Converted,1,2020.0
2190,2024-03-12,96436,130,DN1,North,Tiktok Ads,12.12,NoAnswer,0,
2191,2024-06-07,89376,23,HCM2,Central,Email Marketing,12.12,Calling,0,
2192,2024-09-08,62774,23,DN1,Central,Google Ads,SummerSale,Converted,1,1457.0
2193,2024-02-25,15037,144,HCM2,South,Tiktok Ads,11.11,Converted,1,3.0
2194,2024-08-15,38633,9,HCM2,South,Zalo OA,11.11,Converted,1,1008.0
2195,2024-02-29,34495,13,HCM1,South,Facebook Ads,NewProductLaunch,New,0,
2196,2024-05-21,74550,156,HCM2,Central,Zalo OA,12.12,Converted,1,263.0
2197,2024-11-02,91384,155,HN1,North,Email Marketing,Tet2024,Calling,0,
2198,2024-03-21,46483,51,HCM2,North,Website SEO,11.11,New,0,
2199,2024-12-29,83373,64,DN1,North,Email Marketing,BackToSchool,New,0,
2200,2024-03-25,44069,52,HCM2,North,Website SEO,FlashSaleWeekend,Converted,1,905.0
2201,2024-04-24,17370,38,DN1,South,Zalo OA,Tet2024,New,0,
2202,2024-03-25,81947,100,DN1,Central,Zalo OA,NewProductLaunch,New,0,
2203,2024-01-02,49133,193,HN1,South,Website SEO,12.12,New,0,
2204,2024-03-05,10692,146,HCM2,North,Google Ads,SummerSale,Calling,0,
2205,2024-09-18,38926,191,HCM2,South,Facebook Ads,NewProductLaunch,Converted,1,43.0
2206,2024-11-17,83984,51,CT1,North,Tiktok Ads,Tet2024,Converted,1,2898.0
2207,2024-12-13,53390,137,CT1,Central,Zalo OA,SummerSale,NoAnswer,0,
2208,2024-11-09,59593,141,HCM1,North,Facebook Ads,BackToSchool,Calling,0,
2209,2024-04-21,85609,168,DN1,South,Tiktok Ads,SummerSale,NoAnswer,0,
2210,2024-11-22,15209,55,HN1,Central,Email Marketing,SummerSale,Converted,1,1863.0
2211,2024-10-19,16533,109,CT1,North,Tiktok Ads,BackToSchool,NoAnswer,0,
2212,2024-03-12,96597,171,HCM2,North,Zalo OA,11.11,Cancelled,0,
2213,2024-07-14,17211,44,HCM1,Central,Google Ads,11.11,NoAnswer,0,
2214,2024-05-05,19927,110,HN1,South,Google Ads,SummerSale,Calling,0,
2215,2024-02-17,87463,196,HCM2,Central,Facebook Ads,FlashSaleWeekend,Cancelled,0,
2216,2024-02-28,34594,161,HCM2,South,Email Marketing,SummerSale,New,0,
2217,2024-06-30,84852,152,DN1,North,Facebook Ads,NewProductLaunch,New,0,
2218,2024-05-05,87713,164,DN1,North,Website SEO,FlashSaleWeekend,NoAnswer,0,
2219,2024-10-25,86382,128,CT1,Central,Google Ads,11.11,Converted,1,2123.0
2220,2024-03-16,17933,105,CT1,North,Facebook Ads,BackToSchool,New,0,
2221,2024-10-14,50696,10,HCM2,Central,Website SEO,12.12,New,0,
2222,2024-07-25,75449,100,HCM2,North,Email Marketing,12.12,Converted,1,2961.0
2223,2024-09-30,77616,148,CT1,North,Tiktok Ads,SummerSale,Converted,1,2758.0
2224,2024-03-25,16089,109,CT1,South,Facebook Ads,SummerSale,Cancelled,0,
2225,2024-09-06,66548,108,HCM2,Central,Website SEO,12.12,Converted,1,776.0
2226,2024-12-03,36123,140,HN1,Central,Google Ads,NewProductLaunch,Calling,0,
2227,2024-04-02,17797,190,HCM2,North,Tiktok Ads,NewProductLaunch,Converted,1,2036.0
2228,2024-11-08,60013,146,HN1,South,Facebook Ads,NewProductLaunch,Converted,1,736.0
2229,2024-09-04,18346,94,HN1,South,Google Ads,Tet2024,New,0,
2230,2023-12-17,95414,63,HCM2,Central,Tiktok Ads,BackToSchool,New,0,
2231,2024-03-08,43672,84,HCM1,Central,Zalo OA,Tet2024,Calling,0,
2232,2024-09-21,27653,25,CT1,North,Google Ads,SummerSale,Converted,1,396.0
2233,2024-11-06,59556,12,DN1,Central,Zalo OA,NewProductLaunch,Cancelled,0,
2234,2024-10-13,36140,149,HCM2,North,Email Marketing,NewProductLaunch,Converted,1,2002.0
2235,2024-04-09,11184,25,HN1,South,Facebook Ads,12.12,Cancelled,0,
2236,2024-07-22,44493,11,HCM2,Central,Website SEO,12.12,New,0,
2237,2024-05-16,54148,64,CT1,South,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
2238,2024-05-15,34846,126,HN1,South,Google Ads,NewProductLaunch,Calling,0,
2239,2023-12-26,32195,50,DN1,North,Zalo OA,11.11,Cancelled,0,
2240,2024-04-25,15606,190,DN1,South,Zalo OA,12.12,New,0,
2241,2024-10-13,13956,89,DN1,North,Tiktok Ads,BackToSchool,Converted,1,266.0
2242,2024-10-02,26555,99,HCM1,North,Facebook Ads,Tet2024,Converted,1,2254.0
2243,2024-10-09,28690,116,HN1,South,Facebook Ads,BackToSchool,Converted,1,2085.0
2244,2024-07-29,68502,96,HN1,South,Google Ads,12.12,Cancelled,0,
2245,2024-09-10,58849,177,HCM1,North,Zalo OA,NewProductLaunch,Converted,1,1114.0
2246,2024-01-26,36347,14,HN1,North,Google Ads,SummerSale,Converted,1,744.0
2247,2024-11-21,59056,1,HCM1,South,Google Ads,11.11,New,0,
2248,2024-11-04,73851,25,HCM2,North,Email Marketing,12.12,Calling,0,
2249,2024-10-11,91502,187,CT1,North,Zalo OA,BackToSchool,NoAnswer,0,
2250,2024-12-12,91418,72,DN1,Central,Google Ads,SummerSale,Converted,1,94.0
2251,2024-12-27,80211,69,HCM1,Central,Zalo OA,12.12,Calling,0,
2252,2024-01-04,51850,133,HCM1,Central,Google Ads,NewProductLaunch,Cancelled,0,
2253,2024-03-30,88545,105,HCM1,Central,Website SEO,FlashSaleWeekend,Cancelled,0,
2254,2024-11-14,37843,147,HCM2,Central,Google Ads,NewProductLaunch,Converted,1,2781.0
2255,2024-10-12,72320,23,HCM1,North,Google Ads,NewProductLaunch,Cancelled,0,
2256,2024-04-09,39793,9,CT1,North,Website SEO,NewProductLaunch,NoAnswer,0,
2257,2024-04-16,49516,118,CT1,Central,Facebook Ads,12.12,Calling,0,
2258,2024-09-20,27857,94,DN1,South,Zalo OA,FlashSaleWeekend,New,0,
2259,2024-10-01,29627,178,HCM2,Central,Tiktok Ads,11.11,Calling,0,
2260,2024-07-04,71822,144,CT1,South,Website SEO,11.11,Calling,0,
2261,2024-02-03,94101,33,HN1,North,Facebook Ads,BackToSchool,Converted,1,1299.0
2262,2024-09-10,62248,130,HN1,South,Google Ads,12.12,Converted,1,2188.0
2263,2024-11-02,65798,14,HN1,North,Email Marketing,FlashSaleWeekend,Converted,1,1047.0
2264,2024-09-16,54116,1,HCM1,South,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
2265,2024-05-03,85318,90,HCM1,North,Website SEO,NewProductLaunch,Converted,1,378.0
2266,2024-09-14,97902,186,HN1,North,Email Marketing,11.11,Calling,0,
2267,2024-09-29,38557,89,DN1,Central,Google Ads,12.12,Cancelled,0,
2268,2024-11-12,81334,144,DN1,North,Facebook Ads,SummerSale,Converted,1,1588.0
