ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApplicationDate,ApplicationStatus,RequestedAmount
1199,1199,85629,48,HN1,North,2024-07-12,Approved,252514038
1200,1200,62603,47,DN1,Central,2024-12-22,Approved,466719238
1201,1201,91974,45,CT1,North,2024-10-04,Processing,211172431
1203,1203,95382,17,HN1,South,2024-01-15,Processing,44401969
1204,1204,91244,3,CT1,South,2024-07-01,Processing,413486041
1205,1205,86534,26,HCM2,North,2024-05-05,Processing,165605540
1206,1206,65106,15,HCM1,Central,2024-09-02,Approved,73252389
1207,1207,40678,36,HCM1,Central,2024-08-12,Processing,174490737
1208,1208,86218,32,HN1,Central,2024-02-24,Processing,287796629
1209,1209,73230,32,DN1,North,2024-03-12,Processing,451613319
1210,1210,84055,4,HCM2,Central,2024-02-18,Approved,399734823
1211,1211,66373,18,CT1,South,2024-01-23,Approved,398170205
1212,1212,41480,49,DN1,Central,2024-09-19,Approved,131314459
1213,1213,95230,19,HN1,North,2024-03-27,Processing,30265869
1214,1214,78836,43,DN1,North,2024-06-06,Approved,289262399
1216,1216,49986,40,HCM1,North,2024-04-20,Approved,254822934
1217,1217,34160,14,HCM1,Central,2024-12-24,Approved,412281669
1218,1218,95595,33,DN1,Central,2024-11-03,Processing,380067522
1219,1219,89111,14,HCM2,South,2024-05-18,Processing,158732273
1220,1220,74929,34,CT1,North,2024-03-09,Approved,461170064
1222,1222,44911,24,CT1,North,2024-05-22,Approved,127878578
1223,1223,97127,29,HCM1,Central,2024-07-12,Processing,67653677
1224,1224,41821,19,HCM2,North,2024-03-13,Processing,350488229
1226,1226,70535,33,CT1,North,2024-06-29,Processing,333689406
1227,1227,94458,49,HCM1,South,2024-10-23,Processing,190869537
1228,1228,22175,40,CT1,South,2024-01-11,Processing,382915397
1229,1229,64771,19,DN1,Central,2024-09-27,Approved,164884106
1230,1230,96925,1,HCM2,South,2024-04-02,Processing,188026423
1231,1231,76358,5,HCM2,Central,2024-01-18,Approved,82407570
1232,1232,27327,27,DN1,Central,2024-06-05,Approved,80430658
1233,1233,57057,16,HCM1,Central,2024-11-27,Approved,252267771
1235,1235,14425,40,HN1,Central,2024-09-25,Processing,136288432
1236,1236,26032,13,HN1,South,2024-11-27,Processing,117597490
1237,1237,12198,48,HCM1,North,2024-04-19,Approved,86546166
1238,1238,70500,35,DN1,South,2024-02-08,Approved,355552744
1241,1241,46220,16,CT1,South,2024-01-16,Approved,429358732
1243,1243,23859,10,HN1,South,2024-05-22,Approved,137853175
1244,1244,60460,25,DN1,Central,2024-10-24,Approved,51781482
1245,1245,41419,20,HN1,North,2024-12-29,Approved,39541570
1248,1248,33236,44,HCM1,South,2024-02-04,Approved,287795044
1249,1249,97955,23,HCM2,Central,2024-06-20,Approved,341216944
1250,1250,95514,2,HCM2,South,2024-01-13,Processing,499490696
1251,1251,25358,22,DN1,North,2024-05-05,Processing,229739471
1252,1252,86918,37,DN1,Central,2024-05-26,Approved,145799994
1253,1253,24596,8,HN1,Central,2024-08-13,Approved,69171197
1254,1254,43572,7,HCM2,North,2024-09-14,Approved,59092009
1255,1255,88757,14,HN1,South,2024-09-25,Approved,333657483
1258,1258,72516,19,CT1,Central,2024-12-21,Approved,332405398
1259,1259,17083,18,HCM1,South,2024-04-19,Approved,477315363
1260,1260,27771,16,HN1,South,2024-03-26,Processing,437343779
1262,1262,55648,33,HCM2,South,2024-04-30,Rejected,460744146
1264,1264,29063,12,DN1,Central,2024-12-04,Processing,236788212
1265,1265,77642,11,HCM1,North,2024-07-18,Approved,347348807
1266,1266,96143,5,HCM2,South,2024-01-23,Approved,424075698
1267,1267,47599,27,CT1,South,2024-05-12,Rejected,189410517
1268,1268,61920,12,HCM1,South,2024-01-13,Processing,157350259
1269,1269,38529,17,DN1,South,2024-03-23,Approved,437899362
1270,1270,45954,6,HCM2,Central,2024-11-28,Approved,451212368
1271,1271,37856,33,HCM2,South,2024-12-22,Approved,46509260
1272,1272,12573,5,HCM1,Central,2024-09-20,Approved,278761279
1273,1273,88344,28,HCM2,South,2024-05-04,Processing,282705335
1277,1277,65029,48,HCM1,North,2024-11-25,Approved,464887326
1278,1278,27685,41,HCM1,North,2024-01-04,Approved,476181830
1279,1279,61693,19,CT1,North,2024-01-10,Rejected,178635980
1280,1280,65961,22,DN1,North,2024-09-10,Rejected,458734214
1281,1281,86908,5,HN1,North,2024-05-21,Processing,78634855
1282,1282,84532,2,HN1,South,2024-05-04,Processing,291241913
1283,1283,91994,30,CT1,South,2024-11-06,Processing,252723149
1286,1286,48243,4,CT1,South,2024-07-31,Approved,247372239
1287,1287,67384,33,HN1,South,2024-04-24,Approved,186273995
1290,1290,49952,7,DN1,South,2024-12-30,Rejected,344932014
1291,1291,32180,15,DN1,South,2024-09-10,Processing,70161897
1292,1292,88411,23,HN1,Central,2024-01-14,Approved,154462130
1293,1293,11622,14,HN1,Central,2024-08-27,Rejected,317865441
1294,1294,58756,23,HCM2,South,2024-09-02,Approved,61161742
1295,1295,50809,19,HCM2,Central,2024-12-08,Processing,340166819
1296,1296,26725,29,CT1,North,2024-05-31,Approved,151056268
1297,1297,71396,20,HCM1,North,2024-08-27,Processing,44486334
1298,1298,61226,29,HCM2,North,2024-11-03,Approved,103727703
1299,1299,91182,24,HN1,Central,2024-06-18,Processing,34151863
1301,1301,39402,10,CT1,South,2024-08-07,Approved,95124198
1302,1302,14263,41,HCM2,South,2024-12-09,Approved,92758004
1303,1303,56828,8,DN1,Central,2024-05-16,Approved,335910127
1304,1304,57924,26,DN1,Central,2024-05-09,Rejected,406699648
1305,1305,84182,29,HCM2,North,2024-10-21,Approved,33705365
1307,1307,21664,17,HCM1,North,2024-07-10,Rejected,28474496
1308,1308,45737,2,CT1,North,2024-02-13,Approved,37685153
1309,1309,99563,6,HCM1,South,2024-03-28,Approved,79452749
1310,1310,39373,5,CT1,Central,2024-02-16,Approved,321492869
1312,1312,96145,41,HCM2,South,2024-05-24,Approved,253219424
1314,1314,71120,18,CT1,Central,2024-08-30,Processing,455513949
1315,1315,29250,26,HCM1,North,2024-10-22,Approved,281014293
1317,1317,21555,41,CT1,North,2024-09-22,Rejected,70950188
1320,1320,63276,49,HCM2,South,2024-09-07,Approved,54528648
1321,1321,67492,12,DN1,Central,2024-03-12,Rejected,91818293
1322,1322,63002,7,HCM2,North,2024-12-10,Approved,404899356
1323,1323,99599,3,HCM2,North,2024-02-26,Rejected,440141374
1324,1324,82355,10,HCM1,North,2024-02-12,Approved,56930568
1325,1325,34762,34,HCM1,South,2024-10-18,Processing,149420118
1328,1328,63302,16,HCM2,Central,2024-11-12,Approved,414348410
1329,1329,33150,2,DN1,Central,2024-08-31,Approved,321646166
1330,1330,78247,24,HCM2,South,2024-12-20,Processing,461320837
1331,1331,14853,10,CT1,South,2024-11-02,Rejected,167191119
1332,1332,99399,38,HCM2,Central,2024-10-28,Approved,401800039
1335,1335,84478,43,HCM1,Central,2024-04-21,Approved,195981991
1336,1336,77298,39,HCM2,Central,2024-06-30,Rejected,133115069
1337,1337,41987,27,DN1,North,2024-02-01,Approved,358139117
1339,1339,22112,47,HCM2,Central,2024-10-08,Approved,349829390
1342,1342,48890,27,HCM2,Central,2024-10-07,Approved,387886026
1343,1343,76017,41,DN1,North,2024-08-15,Processing,191181351
1344,1344,57304,20,HCM1,Central,2024-02-28,Approved,95470366
1346,1346,11524,19,HCM2,South,2024-08-19,Approved,152482106
1347,1347,25048,20,HCM2,North,2024-12-09,Approved,417956001
1348,1348,45111,35,DN1,Central,2024-10-13,Processing,407712300
1349,1349,47904,47,HCM1,South,2024-03-06,Approved,117349680
1351,1351,44008,30,HN1,South,2024-10-16,Approved,499004734
1352,1352,10060,34,HCM1,Central,2024-08-03,Processing,173641675
1354,1354,93559,3,HCM1,Central,2024-01-18,Processing,191161418
1356,1356,23350,15,CT1,Central,2024-08-16,Approved,155821564
1357,1357,34354,27,HCM2,North,2024-08-15,Processing,350220346
1359,1359,38145,9,HN1,North,2024-10-18,Processing,404587653
1360,1360,44020,33,HN1,North,2024-09-06,Processing,62325361
1361,1361,96123,32,HCM1,South,2024-04-23,Rejected,321699838
1362,1362,85186,48,HCM1,Central,2024-09-11,Approved,23259066
1363,1363,95469,6,HCM2,North,2024-04-01,Processing,433117174
1364,1364,30581,41,HCM1,Central,2024-03-15,Approved,44856841
1365,1365,98929,36,DN1,South,2024-02-02,Approved,120366657
1367,1367,61474,29,DN1,Central,2024-11-04,Approved,170562726
1368,1368,79626,4,CT1,North,2024-12-12,Approved,96908704
1369,1369,16960,1,DN1,North,2024-06-27,Approved,389775850
1370,1370,45772,19,HCM1,South,2024-05-18,Approved,491957173
1371,1371,31520,26,HCM1,Central,2024-07-13,Processing,205056199
1372,1372,59481,25,DN1,South,2024-07-07,Approved,222997235
1373,1373,46408,10,HN1,South,2024-08-07,Rejected,95247532
1374,1374,67134,15,HN1,South,2024-06-14,Processing,421502625
1375,1375,30491,22,HN1,North,2024-06-10,Approved,211673294
1376,1376,11341,48,HCM2,North,2024-01-13,Processing,484759784
1377,1377,54623,21,CT1,Central,2024-10-22,Approved,475791226
1378,1378,10338,22,DN1,Central,2024-03-29,Approved,336608158
1380,1380,22254,34,HN1,North,2024-02-12,Processing,284113077
1381,1381,61860,30,DN1,North,2024-07-29,Approved,395706571
1384,1384,64756,28,HN1,South,2024-10-05,Processing,64641249
1385,1385,77957,1,HCM2,South,2024-10-05,Processing,168014212
1386,1386,68053,49,HCM1,North,2024-09-07,Processing,341064170
1387,1387,80855,45,HN1,South,2024-11-05,Processing,204407343
1389,1389,65761,7,HN1,Central,2024-11-19,Approved,241330266
1390,1390,72552,49,CT1,South,2024-05-22,Approved,24540774
1392,1392,37935,36,CT1,North,2024-02-03,Processing,181183426
1393,1393,47641,19,DN1,South,2024-11-04,Approved,28002512
1397,1397,97833,9,CT1,Central,2024-01-05,Approved,364011705
1398,1398,66276,45,HCM2,South,2024-07-02,Rejected,382586900
1399,1399,29541,46,CT1,North,2024-01-15,Rejected,384750724
1400,1400,92310,42,DN1,South,2024-12-04,Rejected,48152507
1401,1401,54813,32,DN1,South,2024-10-12,Approved,33056454
1402,1402,47198,32,HCM2,South,2024-09-15,Processing,482503685
1403,1403,18820,6,HCM2,South,2024-04-03,Approved,385769968
1405,1405,79768,38,HCM1,Central,2024-07-06,Approved,126732208
1406,1406,21122,17,HCM1,North,2024-09-09,Rejected,22061854
1407,1407,90559,10,HCM1,Central,2024-09-14,Approved,229147686
1408,1408,83543,27,DN1,South,2024-03-17,Processing,412772287
1409,1409,93441,35,HCM1,Central,2024-04-17,Processing,153475096
1410,1410,51786,21,HN1,South,2024-06-04,Approved,45730360
1411,1411,16737,25,HN1,North,2024-03-26,Approved,400089171
1412,1412,46062,28,HCM1,North,2024-03-20,Approved,275813730
1413,1413,64237,47,HCM2,Central,2024-09-16,Processing,208288906
1414,1414,61571,15,HN1,South,2024-05-08,Rejected,50563452
1415,1415,35510,4,HCM2,South,2024-10-10,Approved,431090222
1416,1416,29426,29,DN1,Central,2024-04-01,Approved,342273911
1417,1417,47265,9,HN1,South,2024-07-26,Approved,424256051
1418,1418,27850,27,HCM2,South,2024-01-16,Approved,368605202
1419,1419,76150,26,HCM1,South,2024-06-03,Approved,120981554
1420,1420,97312,19,DN1,North,2024-09-12,Rejected,252663085
1421,1421,99613,28,CT1,North,2024-07-06,Approved,139402578
1424,1424,45435,41,DN1,North,2024-10-01,Approved,89378560
1425,1425,67132,42,DN1,South,2024-01-06,Approved,418231444
1426,1426,88945,20,DN1,South,2024-11-27,Approved,122916401
1427,1427,92050,45,DN1,Central,2024-11-04,Processing,80585174
1429,1429,30662,39,HCM2,North,2024-06-20,Rejected,144944099
1430,1430,33510,49,DN1,North,2024-06-30,Rejected,192219857
1431,1431,88187,23,HCM2,South,2025-01-02,Processing,33143783
1432,1432,50998,47,DN1,North,2024-06-30,Processing,142537671
1433,1433,66846,32,HN1,South,2024-05-24,Approved,464091274
1435,1435,54547,33,HN1,South,2024-09-04,Approved,101661668
1436,1436,64620,46,DN1,South,2024-05-06,Processing,337302649
1437,1437,25317,5,HCM2,Central,2024-09-22,Approved,47362248
1438,1438,17564,43,CT1,North,2024-02-12,Approved,120628346
1439,1439,37345,48,HCM1,Central,2024-12-22,Approved,224146145
1440,1440,89273,34,CT1,Central,2024-09-12,Processing,158140657
1441,1441,84859,40,DN1,South,2024-05-23,Approved,499147169
1442,1442,90765,11,HN1,South,2024-08-28,Processing,337304800
1443,1443,84038,3,HN1,Central,2024-08-16,Processing,347084426
1444,1444,62393,33,HCM2,North,2024-12-10,Approved,100144448
1445,1445,76081,11,DN1,Central,2024-07-19,Rejected,309216104
1446,1446,39430,16,CT1,North,2024-03-06,Approved,228036561
1447,1447,85532,18,DN1,Central,2024-01-11,Processing,474183154
1450,1450,23919,10,CT1,Central,2024-05-30,Approved,291922446
1451,1451,79346,18,HCM1,South,2024-08-10,Rejected,56017116
1452,1452,49974,38,HN1,Central,2024-12-08,Approved,323892794
1453,1453,26371,19,CT1,South,2024-08-27,Approved,469451496
1455,1455,39629,13,HN1,North,2024-08-06,Processing,119141253
1457,1457,71916,3,HN1,Central,2024-05-03,Processing,345661557
1459,1459,72187,38,CT1,South,2024-07-11,Approved,348759384
1461,1461,43039,27,HN1,South,2024-03-10,Approved,414305622
1462,1462,95431,46,HCM2,Central,2024-04-17,Processing,31381858
1463,1463,93691,8,HN1,South,2024-12-03,Approved,280299576
1464,1464,68606,46,HN1,North,2024-06-11,Approved,224740445
1465,1465,20616,42,HCM1,Central,2024-11-08,Approved,485263443
1467,1467,34574,9,HCM1,South,2024-10-28,Rejected,265211305
1468,1468,13430,6,HCM2,South,2024-04-01,Approved,74491698
1471,1471,42733,39,CT1,Central,2024-12-21,Processing,244988626
1472,1472,95680,49,HCM1,North,2024-08-08,Approved,21762878
1473,1473,12050,28,HCM2,North,2024-01-10,Approved,441724300
1474,1474,43933,33,HCM2,South,2024-01-16,Approved,208252313
1477,1477,44801,18,CT1,North,2024-07-03,Approved,437276474
1479,1479,42913,2,CT1,Central,2024-11-09,Approved,479179826
1480,1480,50600,43,HCM1,Central,2024-04-10,Approved,135980346
1482,1482,45400,40,CT1,Central,2025-01-04,Approved,122676351
1484,1484,90688,43,HCM1,North,2024-12-01,Approved,241814612
1486,1486,84691,15,HCM1,South,2024-04-19,Rejected,284859126
1487,1487,53001,28,HN1,North,2024-12-31,Processing,49193726
1488,1488,77364,18,HCM2,Central,2024-02-29,Processing,83880162
1489,1489,55028,34,HCM2,North,2024-03-21,Approved,396684862
1491,1491,10806,11,HN1,North,2024-02-13,Rejected,216481899
1492,1492,66638,13,HN1,Central,2024-11-23,Processing,111536290
1493,1493,39757,4,HN1,Central,2024-07-02,Approved,318643475
1495,1495,90097,7,HCM1,North,2024-03-12,Approved,81910278
1497,1497,34262,24,HN1,South,2024-04-17,Processing,177653166
1499,1499,72211,28,DN1,North,2024-04-14,Rejected,40402243
1500,1500,64842,15,HCM1,South,2024-09-14,Processing,319433128
1501,1501,66979,1,HN1,Central,2024-11-06,Approved,440748082
1502,1502,91470,3,HCM1,North,2024-03-17,Approved,287888585
1504,1504,51844,38,CT1,North,2024-05-25,Approved,55065256
1506,1506,44157,38,CT1,Central,2024-09-21,Processing,186466932
1507,1507,87129,38,HCM1,South,2024-08-09,Rejected,250294819
1508,1508,50042,21,HN1,Central,2024-03-24,Approved,192776010
1509,1509,71665,48,HCM2,North,2024-06-30,Approved,446789947
1510,1510,92856,29,HCM2,South,2024-11-02,Processing,476085279
1511,1511,37376,5,DN1,North,2024-01-12,Processing,423966751
1513,1513,24199,10,CT1,North,2024-12-18,Rejected,169908319
1514,1514,91412,28,HCM2,Central,2024-12-03,Approved,37146084
1515,1515,60948,21,HCM2,North,2024-10-20,Rejected,46424418
1517,1517,82750,3,HN1,North,2024-08-02,Processing,146347378
1518,1518,76262,45,DN1,Central,2024-04-08,Processing,203414582
1520,1520,86898,20,DN1,Central,2024-01-11,Processing,300765643
1521,1521,72483,19,CT1,North,2024-03-01,Approved,406770437
1522,1522,28297,35,HN1,North,2024-11-05,Approved,183908943
1523,1523,40448,4,HN1,Central,2024-05-26,Approved,190254354
1524,1524,36172,5,HCM2,North,2024-03-04,Processing,279335656
1526,1526,17657,4,CT1,North,2024-08-13,Approved,77152807
1528,1528,35425,27,HCM1,Central,2024-09-16,Approved,118447139
1529,1529,36685,42,DN1,South,2024-12-18,Processing,62899446
1530,1530,34578,23,HN1,North,2024-09-15,Processing,461913895
1531,1531,38831,25,HCM1,North,2024-07-25,Approved,344034838
1533,1533,71413,24,DN1,Central,2024-06-20,Approved,418863140
1534,1534,64028,25,HCM1,Central,2024-12-02,Approved,366531629
1536,1536,43660,46,HCM1,South,2024-04-29,Processing,428365422
1537,1537,85758,32,CT1,Central,2024-03-13,Approved,399660183
1538,1538,70504,32,HCM1,North,2024-12-20,Rejected,291930551
1540,1540,44701,36,HCM1,South,2024-01-05,Approved,221740115
1543,1543,93560,49,HCM1,South,2024-08-08,Processing,311938091
1546,1546,75160,16,HCM1,Central,2024-12-15,Approved,287755208
1547,1547,27602,33,DN1,South,2024-12-13,Processing,356735312
1550,1550,39192,9,HCM2,North,2024-09-04,Rejected,71219960
1551,1551,56542,6,DN1,South,2024-04-02,Approved,50013885
1552,1552,52520,45,HN1,North,2024-02-20,Processing,306558832
1557,1557,35559,5,HN1,Central,2024-11-19,Processing,226488285
1559,1559,79669,23,DN1,South,2024-08-03,Approved,379949061
1560,1560,90199,17,HN1,Central,2024-02-22,Processing,374605961
1561,1561,31754,12,CT1,North,2024-08-22,Approved,383773068
1562,1562,13972,23,CT1,Central,2024-09-05,Approved,25614330
1563,1563,80831,16,CT1,North,2024-08-30,Approved,433630092
1564,1564,51873,3,DN1,Central,2024-06-16,Processing,136730916
1565,1565,19903,30,HCM2,South,2024-02-17,Processing,111235020
1566,1566,13020,22,DN1,Central,2024-02-23,Processing,190958195
1567,1567,51755,9,CT1,South,2024-10-29,Rejected,31895242
1568,1568,95956,29,DN1,Central,2024-04-11,Processing,176023307
1569,1569,96988,47,CT1,Central,2024-08-07,Approved,54210939
1570,1570,55648,37,HCM1,Central,2024-06-25,Approved,181280683
1571,1571,19516,23,HCM1,North,2024-03-20,Processing,368610938
1572,1572,12396,13,HN1,North,2024-07-04,Approved,132858747
1575,1575,11591,47,CT1,North,2024-08-01,Processing,148422860
1577,1577,40561,23,DN1,South,2024-04-23,Approved,353485265
1579,1579,96231,17,DN1,North,2024-05-04,Processing,435964986
1580,1580,17314,40,HCM1,North,2024-11-04,Approved,436459334
1581,1581,29623,21,DN1,North,2024-03-16,Approved,329889548
1582,1582,77675,2,HCM1,Central,2024-11-07,Processing,356818296
1583,1583,75082,37,HCM1,North,2024-11-11,Approved,53889126
1584,1584,93624,6,HCM2,South,2024-07-16,Approved,222944355
1585,1585,43130,44,HN1,Central,2024-12-17,Processing,219144967
1587,1587,36292,30,HCM1,South,2024-07-05,Processing,44098953
1588,1588,96206,22,HN1,Central,2024-12-12,Approved,417238791
1589,1589,79274,33,CT1,South,2024-09-05,Approved,477530744
1590,1590,12469,30,DN1,Central,2024-03-26,Approved,432364581
1591,1591,63947,17,HN1,Central,2024-07-25,Processing,486768688
1594,1594,58874,42,DN1,South,2024-01-19,Processing,158476040
1595,1595,59708,14,DN1,South,2024-06-17,Approved,432248280
1596,1596,84553,10,HN1,North,2024-05-28,Rejected,318486432
1597,1597,78344,47,HCM2,North,2024-02-10,Processing,173675704
1598,1598,59138,36,HCM1,South,2024-12-01,Processing,333425342
1599,1599,64302,34,DN1,North,2024-02-18,Processing,406594992
1600,1600,57638,9,HCM2,South,2024-07-26,Processing,177147915
1607,1607,28787,19,DN1,Central,2024-01-10,Approved,355708501
1608,1608,58845,15,HCM1,South,2024-09-07,Processing,492010678
1609,1609,67932,28,CT1,Central,2024-04-28,Approved,492444646
1611,1611,85713,8,HCM2,Central,2024-02-07,Processing,68667439
1612,1612,97263,43,HN1,North,2024-07-14,Processing,361586405
1614,1614,85418,47,DN1,Central,2024-02-27,Approved,313868231
1616,1616,44832,33,HN1,Central,2024-02-15,Approved,202033783
1617,1617,41966,19,DN1,Central,2024-10-23,Approved,352141440
1618,1618,82545,3,DN1,South,2024-08-19,Approved,88306760
1619,1619,22987,10,DN1,North,2024-01-10,Approved,202894467
1620,1620,47311,40,HCM1,North,2024-12-26,Approved,436628606
1621,1621,41575,47,DN1,North,2024-05-11,Processing,87257343
1622,1622,73852,42,HCM1,Central,2024-06-30,Approved,71496443
1625,1625,86242,34,DN1,North,2024-08-22,Processing,470253800
1626,1626,57517,13,CT1,North,2024-03-19,Approved,349630334
1627,1627,39257,1,CT1,North,2024-03-27,Approved,58665455
1629,1629,52207,29,DN1,North,2024-08-02,Approved,435367241
1631,1631,71246,47,CT1,Central,2024-09-23,Processing,257781067
1632,1632,11435,13,HN1,South,2024-05-25,Processing,263919345
1633,1633,36660,48,DN1,North,2024-03-12,Processing,42274843
1635,1635,92197,29,HN1,Central,2024-07-03,Approved,397935066
1636,1636,23507,39,CT1,South,2024-03-02,Approved,233538261
1637,1637,82595,24,HN1,Central,2024-11-03,Processing,463402785
1638,1638,93807,26,HCM2,South,2024-10-23,Processing,390365672
1639,1639,55539,17,HCM1,South,2024-06-17,Approved,493614811
1640,1640,17491,7,HCM1,South,2024-06-22,Rejected,30528810
1641,1641,60192,13,CT1,Central,2024-03-06,Processing,176188555
1642,1642,90395,5,HN1,South,2024-05-26,Processing,150237758
1643,1643,73888,26,DN1,Central,2024-11-01,Approved,281971148
1644,1644,83609,49,DN1,Central,2024-06-09,Approved,254954109
1646,1646,30953,7,HCM2,Central,2024-11-29,Processing,117895261
1647,1647,86919,49,HCM2,Central,2024-04-07,Approved,331893149
1649,1649,33821,1,CT1,North,2024-02-12,Approved,216123370
1651,1651,34860,17,HCM2,South,2024-04-20,Rejected,397908501
1652,1652,31195,43,HCM1,South,2024-09-25,Processing,100462178
1653,1653,87475,25,HCM1,North,2024-04-07,Processing,260676388
1654,1654,97266,3,CT1,South,2024-09-22,Approved,493641762
1655,1655,31427,15,HCM2,North,2024-11-11,Processing,44457982
1656,1656,37083,29,HCM2,South,2024-03-12,Approved,139779499
1660,1660,17813,16,HN1,Central,2024-05-07,Approved,385042668
1663,1663,39241,9,CT1,South,2024-08-25,Processing,201056999
1664,1664,54569,1,CT1,Central,2024-07-03,Approved,111607549
1665,1665,21745,29,HN1,Central,2024-01-28,Rejected,285786931
1668,1668,24288,41,HCM1,North,2024-05-02,Approved,452469692
1669,1669,99186,44,DN1,South,2024-10-04,Processing,425628882
1670,1670,16540,41,DN1,South,2024-01-19,Approved,378528332
1671,1671,91958,7,DN1,South,2024-07-19,Approved,239456247
1672,1672,78878,14,HCM2,South,2024-02-26,Rejected,226952438
1674,1674,85932,19,HN1,South,2024-01-19,Approved,440441168
1675,1675,27482,19,DN1,North,2024-12-19,Rejected,181758274
1676,1676,33411,2,HCM2,North,2024-07-15,Approved,263017202
1677,1677,60975,41,DN1,Central,2024-08-27,Processing,326106643
1678,1678,70545,45,HCM2,Central,2024-10-04,Processing,104712384
1680,1680,62307,3,DN1,North,2024-08-23,Approved,246898669
1681,1681,13093,11,HCM2,Central,2024-02-10,Approved,352454361
1682,1682,87258,46,CT1,North,2024-11-19,Processing,321944346
1683,1683,32042,30,CT1,Central,2024-06-03,Processing,158219386
1684,1684,62930,40,HCM2,North,2024-05-10,Processing,130382248
1685,1685,54413,18,DN1,South,2024-08-25,Approved,272680641
1686,1686,43756,48,DN1,South,2024-02-26,Approved,85190102
1688,1688,49214,32,HCM1,Central,2024-04-19,Processing,68393297
1690,1690,38602,22,HCM1,South,2024-07-04,Approved,181089598
1691,1691,63331,6,DN1,South,2024-07-18,Rejected,426203751
1692,1692,58901,12,HN1,South,2024-03-31,Approved,452912658
1693,1693,73416,47,HCM1,Central,2024-07-22,Processing,341047445
1694,1694,42196,40,HCM2,Central,2024-12-05,Approved,468667580
1696,1696,17424,15,HCM1,North,2024-10-03,Approved,254456567
1698,1698,29982,49,HCM2,South,2024-04-28,Approved,403141102
1699,1699,86961,45,DN1,North,2024-07-13,Approved,396158660
1700,1700,11980,18,HCM2,Central,2024-02-15,Approved,464526486
1701,1701,58290,2,HCM1,North,2024-02-15,Approved,430973867
1704,1704,92711,15,HCM1,South,2024-11-25,Approved,483254238
1705,1705,36385,20,HCM2,North,2024-01-20,Processing,96311502
1707,1707,33019,42,CT1,Central,2024-09-18,Processing,93324443
1708,1708,28639,29,HN1,North,2024-03-06,Approved,40561560
1710,1710,31563,19,HN1,North,2024-04-12,Processing,308264413
1712,1712,15776,14,HCM1,North,2024-01-18,Processing,96216004
1713,1713,46444,40,DN1,Central,2024-11-20,Approved,249988875
1714,1714,78916,4,CT1,North,2024-09-05,Approved,408305002
1715,1715,18711,11,DN1,Central,2024-09-11,Approved,116053486
1717,1717,92970,43,DN1,Central,2024-02-09,Approved,308667161
1718,1718,95553,32,HCM2,North,2024-02-06,Approved,321191734
1720,1720,49110,30,CT1,Central,2024-06-07,Approved,234215719
1721,1721,71788,43,HCM2,Central,2024-07-26,Rejected,497483882
1722,1722,92879,2,HCM2,Central,2024-07-16,Rejected,272413337
1723,1723,48827,49,HCM2,North,2024-08-04,Rejected,143183587
1726,1726,63625,31,CT1,Central,2024-11-05,Approved,431436797
1728,1728,25251,15,CT1,North,2024-01-15,Processing,479497671
1729,1729,10526,48,HN1,North,2024-11-22,Rejected,111959383
1730,1730,78760,25,HCM1,South,2024-05-28,Rejected,445510911
1731,1731,57837,36,HCM2,Central,2024-02-29,Processing,44330000
1732,1732,21536,8,HCM1,Central,2024-08-01,Rejected,317589494
1733,1733,38541,9,HCM1,South,2024-09-25,Approved,60588472
1734,1734,89083,37,HN1,Central,2024-07-29,Approved,263553065
1736,1736,44531,45,HCM1,South,2024-10-15,Processing,177368743
1737,1737,18712,39,DN1,South,2024-12-11,Processing,23866979
1739,1739,84744,17,DN1,Central,2024-04-08,Processing,228811953
1741,1741,59268,37,DN1,Central,2024-07-30,Processing,56114978
1742,1742,64615,19,DN1,North,2024-05-10,Approved,22481430
1744,1744,39759,29,HCM1,South,2024-10-16,Rejected,198639512
1745,1745,95708,7,HN1,Central,2024-09-10,Approved,21321739
1747,1747,36589,9,HCM1,Central,2024-09-30,Approved,322062658
1748,1748,40015,28,HCM1,South,2024-07-09,Approved,71612326
1749,1749,39009,6,HCM2,Central,2024-08-01,Processing,232252681
1750,1750,93309,29,HCM1,Central,2024-10-11,Rejected,160778208
1751,1751,72046,17,CT1,Central,2024-07-30,Processing,149814557
1752,1752,36143,16,HCM2,North,2025-01-03,Approved,278260763
1754,1754,31804,31,DN1,North,2024-05-31,Approved,119805794
1755,1755,51688,3,HCM2,Central,2024-11-18,Processing,323165173
1756,1756,74288,21,HCM2,Central,2024-08-04,Approved,203164680
1758,1758,30581,36,HN1,North,2024-05-12,Approved,230049548
1759,1759,62648,42,CT1,Central,2024-01-13,Rejected,472932882
1760,1760,40087,37,CT1,South,2024-02-19,Processing,115131213
1761,1761,59930,22,DN1,Central,2024-11-10,Approved,293386268
1762,1762,42981,42,DN1,North,2024-04-07,Processing,53075447
1763,1763,79298,12,DN1,North,2024-04-16,Approved,297266734
1764,1764,56167,42,HCM1,South,2024-12-10,Processing,448177240
1765,1765,85304,13,DN1,South,2024-05-29,Approved,297729896
1766,1766,53408,11,HCM2,South,2024-01-31,Approved,146746472
1767,1767,49499,16,DN1,North,2024-08-08,Processing,245208408
1769,1769,48559,40,HN1,Central,2024-06-17,Processing,194431147
1770,1770,84319,40,HCM1,South,2024-03-25,Approved,434228419
